<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.10	06:23:00	26301	26302	26273	26283	53	0	14
2021.08.10	06:24:00	26282	26282	26252	26255	61	0	14
2021.08.10	06:25:00	26255	26274	26251	26265	60	0	14
2021.08.10	06:26:00	26267	26279	26267	26268	48	0	14
2021.08.10	06:27:00	26267	26275	26254	26268	59	0	14
2021.08.10	06:28:00	26268	26270	26249	26257	55	0	14
2021.08.10	06:29:00	26257	26270	26257	26270	44	0	14
2021.08.10	06:30:00	26270	26293	26268	26293	43	0	14
2021.08.10	06:31:00	26293	26306	26290	26293	48	0	14
2021.08.10	06:32:00	26293	26297	26290	26292	43	0	14
2021.08.10	06:33:00	26292	26306	26286	26305	44	0	14
2021.08.10	06:34:00	26305	26306	26297	26301	36	0	14
2021.08.10	06:35:00	26301	26310	26301	26308	43	0	14
2021.08.10	06:36:00	26308	26309	26302	26304	32	0	14
2021.08.10	06:37:00	26304	26306	26292	26292	36	0	14
2021.08.10	06:38:00	26292	26294	26279	26294	45	0	14
2021.08.10	06:39:00	26294	26297	26285	26286	42	0	14
2021.08.10	06:40:00	26286	26305	26279	26297	47	0	14
2021.08.10	06:41:00	26297	26306	26291	26301	46	0	14
2021.08.10	06:42:00	26301	26301	26292	26298	41	0	14
2021.08.10	06:43:00	26298	26306	26294	26305	27	0	14
2021.08.10	06:44:00	26305	26320	26305	26311	47	0	14
2021.08.10	06:45:00	26311	26316	26308	26315	30	0	14
2021.08.10	06:46:00	26316	26318	26293	26297	37	0	14
2021.08.10	06:47:00	26297	26299	26293	26294	29	0	14
2021.08.10	06:48:00	26294	26295	26287	26290	31	0	14
2021.08.10	06:49:00	26290	26297	26290	26294	37	0	14
2021.08.10	06:50:00	26294	26303	26292	26296	39	0	14
2021.08.10	06:51:00	26297	26301	26294	26301	29	0	14
2021.08.10	06:52:00	26301	26302	26292	26301	29	0	14
2021.08.10	06:53:00	26302	26305	26298	26305	16	0	14
2021.08.10	06:54:00	26306	26311	26304	26306	20	0	14
2021.08.10	06:55:00	26306	26314	26302	26308	40	0	14
2021.08.10	06:56:00	26308	26308	26301	26307	14	0	14
2021.08.10	06:57:00	26307	26316	26302	26316	20	0	14
2021.08.10	06:58:00	26316	26316	26306	26313	15	0	14
2021.08.10	06:59:00	26313	26315	26295	26300	22	0	14
2021.08.10	08:00:00	26300	26308	26281	26307	46	0	14
2021.08.10	08:01:00	26307	26317	26300	26310	55	0	14
2021.08.10	08:02:00	26310	26314	26299	26306	45	0	14
2021.08.10	08:03:00	26306	26322	26304	26314	56	0	14
2021.08.10	08:04:00	26314	26332	26308	26331	48	0	14
2021.08.10	08:05:00	26331	26336	26324	26324	48	0	14
2021.08.10	08:06:00	26324	26345	26324	26344	64	0	14
2021.08.10	08:07:00	26344	26346	26326	26338	53	0	14
2021.08.10	08:08:00	26338	26353	26336	26343	50	0	14
2021.08.10	08:09:00	26343	26354	26343	26344	48	0	14
2021.08.10	08:10:00	26344	26357	26336	26349	50	0	14
2021.08.10	08:11:00	26349	26351	26314	26315	46	0	14
2021.08.10	08:12:00	26315	26346	26314	26326	53	0	14
2021.08.10	08:13:00	26326	26340	26323	26337	54	0	14
2021.08.10	08:14:00	26337	26344	26336	26344	42	0	14
2021.08.10	08:15:00	26344	26349	26322	26322	56	0	14
2021.08.10	08:16:00	26323	26334	26323	26325	45	0	14
2021.08.10	08:17:00	26324	26340	26324	26328	45	0	14
2021.08.10	08:18:00	26328	26348	26328	26335	50	0	14
2021.08.10	08:19:00	26335	26343	26333	26334	49	0	14
2021.08.10	08:20:00	26334	26356	26334	26347	55	0	14
2021.08.10	08:21:00	26347	26350	26331	26341	50	0	14
2021.08.10	08:22:00	26341	26352	26339	26343	61	0	14
2021.08.10	08:23:00	26343	26355	26341	26348	59	0	14
2021.08.10	08:24:00	26349	26355	26341	26352	46	0	14
2021.08.10	08:25:00	26352	26364	26349	26356	40	0	14
2021.08.10	08:26:00	26356	26381	26355	26366	56	0	14
2021.08.10	08:27:00	26366	26372	26339	26344	60	0	14
2021.08.10	08:28:00	26344	26371	26337	26355	50	0	14
2021.08.10	08:29:00	26355	26385	26355	26358	77	0	14
2021.08.10	08:30:00	26358	26390	26358	26371	65	0	14
2021.08.10	08:31:00	26371	26372	26359	26359	54	0	14
2021.08.10	08:32:00	26359	26372	26353	26365	59	0	14
2021.08.10	08:33:00	26365	26377	26359	26360	67	0	14
2021.08.10	08:34:00	26360	26361	26351	26352	56	0	14
2021.08.10	08:35:00	26352	26363	26347	26361	44	0	14
2021.08.10	08:36:00	26362	26381	26362	26373	58	0	14
2021.08.10	08:37:00	26373	26379	26370	26377	50	0	14
2021.08.10	08:38:00	26378	26391	26374	26388	68	0	14
2021.08.10	08:39:00	26388	26399	26378	26379	64	0	14
2021.08.10	08:40:00	26379	26395	26376	26391	59	0	14
2021.08.10	08:41:00	26391	26414	26391	26412	64	0	14
2021.08.10	08:42:00	26413	26461	26413	26435	161	0	14
2021.08.10	08:43:00	26435	26441	26412	26419	73	0	14
2021.08.10	08:44:00	26419	26451	26412	26450	79	0	14
2021.08.10	08:45:00	26450	26471	26439	26441	74	0	14
2021.08.10	08:46:00	26441	26445	26424	26431	70	0	14
2021.08.10	08:47:00	26432	26436	26418	26426	64	0	14
2021.08.10	08:48:00	26426	26435	26423	26429	62	0	14
2021.08.10	08:49:00	26429	26443	26428	26435	58	0	14
2021.08.10	08:50:00	26435	26441	26409	26409	83	0	14
2021.08.10	08:51:00	26409	26424	26403	26408	84	0	14
2021.08.10	08:52:00	26407	26431	26407	26414	68	0	14
2021.08.10	08:53:00	26414	26424	26407	26423	48	0	14
2021.08.10	08:54:00	26424	26429	26409	26416	65	0	14
2021.08.10	08:55:00	26416	26416	26403	26407	55	0	14
2021.08.10	08:56:00	26407	26420	26406	26419	52	0	14
2021.08.10	08:57:00	26419	26432	26419	26431	61	0	14
2021.08.10	08:58:00	26431	26433	26422	26430	47	0	14
2021.08.10	08:59:00	26431	26432	26418	26423	51	0	14
2021.08.10	09:00:00	26423	26425	26388	26394	74	0	14
2021.08.10	09:01:00	26394	26411	26391	26391	67	0	14
2021.08.10	09:02:00	26391	26408	26391	26407	52	0	14
2021.08.10	09:03:00	26407	26440	26404	26438	66	0	14
2021.08.10	09:04:00	26438	26445	26422	26427	65	0	14
2021.08.10	09:05:00	26427	26432	26412	26416	69	0	14
2021.08.10	09:06:00	26416	26431	26411	26426	57	0	14
2021.08.10	09:07:00	26426	26440	26423	26429	53	0	14
2021.08.10	09:08:00	26428	26439	26426	26426	50	0	14
2021.08.10	09:09:00	26426	26428	26416	26425	46	0	14
2021.08.10	09:10:00	26425	26431	26416	26421	50	0	14
2021.08.10	09:11:00	26421	26435	26420	26430	48	0	14
2021.08.10	09:12:00	26430	26440	26426	26438	51	0	14
2021.08.10	09:13:00	26438	26449	26438	26449	52	0	14
2021.08.10	09:14:00	26448	26448	26440	26445	44	0	14
2021.08.10	09:15:00	26445	26477	26444	26464	62	0	14
2021.08.10	09:16:00	26464	26465	26440	26443	66	0	14
2021.08.10	09:17:00	26443	26459	26443	26459	54	0	14
2021.08.10	09:18:00	26458	26466	26452	26462	64	0	14
2021.08.10	09:19:00	26463	26463	26447	26449	46	0	14
2021.08.10	09:20:00	26449	26451	26441	26448	65	0	14
2021.08.10	09:21:00	26448	26460	26448	26452	50	0	14
2021.08.10	09:22:00	26452	26459	26449	26455	46	0	14
2021.08.10	09:23:00	26455	26455	26443	26451	52	0	14
2021.08.10	09:24:00	26451	26482	26450	26465	55	0	14
2021.08.10	09:25:00	26466	26472	26459	26466	45	0	14
2021.08.10	09:26:00	26466	26477	26466	26469	56	0	14
2021.08.10	09:27:00	26469	26492	26468	26480	65	0	14
2021.08.10	09:28:00	26480	26492	26470	26473	50	0	14
2021.08.10	09:29:00	26473	26497	26469	26484	61	0	14
2021.08.10	09:30:00	26484	26496	26479	26494	51	0	14
2021.08.10	09:31:00	26494	26521	26493	26507	59	0	14
2021.08.10	09:32:00	26507	26525	26504	26511	50	0	14
2021.08.10	09:33:00	26511	26518	26500	26509	55	0	14
2021.08.10	09:34:00	26509	26537	26509	26524	41	0	14
2021.08.10	09:35:00	26524	26555	26523	26532	92	0	14
2021.08.10	09:36:00	26532	26546	26515	26525	53	0	14
2021.08.10	09:37:00	26525	26544	26522	26542	59	0	14
2021.08.10	09:38:00	26542	26542	26536	26539	46	0	14
2021.08.10	09:39:00	26539	26540	26523	26530	55	0	14
2021.08.10	09:40:00	26530	26535	26520	26524	49	0	14
2021.08.10	09:41:00	26524	26543	26523	26541	58	0	14
2021.08.10	09:42:00	26542	26548	26531	26533	63	0	14
2021.08.10	09:43:00	26533	26548	26531	26537	70	0	14
2021.08.10	09:44:00	26537	26547	26534	26536	45	0	14
2021.08.10	09:45:00	26536	26550	26510	26512	65	0	14
2021.08.10	09:46:00	26512	26544	26510	26543	59	0	14
2021.08.10	09:47:00	26543	26546	26535	26541	51	0	14
2021.08.10	09:48:00	26541	26543	26522	26531	43	0	14
2021.08.10	09:49:00	26531	26544	26531	26544	39	0	14
2021.08.10	09:50:00	26544	26545	26519	26519	50	0	14
2021.08.10	09:51:00	26519	26537	26517	26531	56	0	14
2021.08.10	09:52:00	26531	26536	26521	26523	48	0	14
2021.08.10	09:53:00	26523	26534	26523	26533	45	0	14
2021.08.10	09:54:00	26533	26558	26525	26529	48	0	14
2021.08.10	09:55:00	26529	26545	26529	26534	56	0	14
2021.08.10	09:56:00	26534	26534	26521	26521	39	0	14
2021.08.10	09:57:00	26521	26522	26511	26519	51	0	14
2021.08.10	09:58:00	26519	26525	26513	26519	38	0	14
2021.08.10	09:59:00	26519	26528	26519	26526	37	0	14
2021.08.10	10:00:00	26526	26533	26505	26527	74	0	14
2021.08.10	10:01:00	26527	26529	26505	26507	62	0	14
2021.08.10	10:02:00	26507	26513	26503	26513	48	0	14
2021.08.10	10:03:00	26513	26520	26508	26512	53	0	14
2021.08.10	10:04:00	26512	26518	26505	26509	50	0	14
2021.08.10	10:05:00	26509	26509	26498	26500	54	0	14
2021.08.10	10:06:00	26499	26506	26497	26501	44	0	14
2021.08.10	10:07:00	26501	26504	26486	26486	42	0	14
2021.08.10	10:08:00	26486	26494	26485	26494	39	0	14
2021.08.10	10:09:00	26494	26508	26494	26505	49	0	14
2021.08.10	10:10:00	26505	26523	26495	26495	53	0	14
2021.08.10	10:11:00	26495	26505	26495	26498	36	0	14
2021.08.10	10:12:00	26498	26505	26492	26505	39	0	14
2021.08.10	10:13:00	26505	26507	26498	26502	33	0	14
2021.08.10	10:14:00	26502	26507	26496	26500	36	0	14
2021.08.10	10:15:00	26500	26504	26494	26496	44	0	14
2021.08.10	10:16:00	26496	26496	26491	26493	33	0	14
2021.08.10	10:17:00	26493	26497	26490	26493	29	0	14
2021.08.10	10:18:00	26493	26522	26479	26494	80	0	14
2021.08.10	10:19:00	26494	26500	26489	26491	39	0	14
2021.08.10	10:20:00	26491	26512	26490	26512	46	0	14
2021.08.10	10:21:00	26512	26516	26510	26510	43	0	14
2021.08.10	10:22:00	26510	26512	26500	26500	42	0	14
2021.08.10	10:23:00	26500	26509	26497	26504	41	0	14
2021.08.10	10:24:00	26504	26504	26488	26492	32	0	14
2021.08.10	10:25:00	26492	26497	26488	26492	35	0	14
2021.08.10	10:26:00	26492	26493	26483	26488	30	0	14
2021.08.10	10:27:00	26488	26510	26488	26510	38	0	14
2021.08.10	10:28:00	26510	26516	26497	26502	41	0	14
2021.08.10	10:29:00	26502	26511	26497	26500	42	0	14
2021.08.10	10:30:00	26500	26506	26492	26502	43	0	14
2021.08.10	10:31:00	26502	26509	26499	26504	28	0	14
2021.08.10	10:32:00	26504	26522	26500	26500	41	0	14
2021.08.10	10:33:00	26500	26511	26500	26510	26	0	14
2021.08.10	10:34:00	26510	26512	26505	26507	27	0	14
2021.08.10	10:35:00	26507	26507	26476	26479	50	0	14
2021.08.10	10:36:00	26479	26479	26470	26477	52	0	14
2021.08.10	10:37:00	26477	26488	26476	26488	39	0	14
2021.08.10	10:38:00	26488	26503	26485	26502	42	0	14
2021.08.10	10:39:00	26502	26502	26492	26499	43	0	14
2021.08.10	10:40:00	26499	26501	26486	26491	42	0	14
2021.08.10	10:41:00	26491	26493	26481	26481	41	0	14
2021.08.10	10:42:00	26481	26491	26477	26491	39	0	14
2021.08.10	10:43:00	26491	26493	26483	26489	30	0	14
2021.08.10	10:44:00	26489	26489	26476	26478	36	0	14
2021.08.10	10:45:00	26478	26481	26474	26480	28	0	14
2021.08.10	10:46:00	26480	26491	26476	26482	42	0	14
2021.08.10	10:47:00	26482	26488	26478	26485	49	0	14
2021.08.10	10:48:00	26486	26488	26480	26486	26	0	14
2021.08.10	10:49:00	26486	26486	26481	26485	29	0	14
2021.08.10	10:50:00	26485	26493	26481	26490	32	0	14
2021.08.10	10:51:00	26489	26496	26489	26490	57	0	14
2021.08.10	10:52:00	26489	26498	26488	26498	35	0	14
2021.08.10	10:53:00	26497	26525	26494	26517	55	0	14
2021.08.10	10:54:00	26517	26518	26511	26516	37	0	14
2021.08.10	10:55:00	26516	26527	26511	26522	45	0	14
2021.08.10	10:56:00	26522	26527	26519	26525	46	0	14
2021.08.10	10:57:00	26525	26526	26517	26520	44	0	14
2021.08.10	10:58:00	26520	26528	26517	26523	35	0	14
2021.08.10	10:59:00	26523	26533	26512	26517	46	0	14
2021.08.10	11:00:00	26517	26527	26506	26511	50	0	14
2021.08.10	11:01:00	26511	26512	26491	26501	49	0	14
2021.08.10	11:02:00	26501	26514	26499	26504	38	0	14
2021.08.10	11:03:00	26504	26504	26491	26491	44	0	14
2021.08.10	11:04:00	26493	26509	26493	26499	43	0	14
2021.08.10	11:05:00	26499	26504	26494	26504	45	0	14
2021.08.10	11:06:00	26504	26504	26493	26497	22	0	14
2021.08.10	11:07:00	26498	26508	26494	26506	63	0	14
2021.08.10	11:08:00	26506	26510	26498	26505	41	0	14
2021.08.10	11:09:00	26505	26505	26489	26491	53	0	14
2021.08.10	11:10:00	26491	26501	26488	26501	39	0	14
2021.08.10	11:11:00	26501	26501	26489	26492	34	0	14
2021.08.10	11:12:00	26492	26494	26489	26492	20	0	14
2021.08.10	11:13:00	26492	26493	26487	26488	26	0	14
2021.08.10	11:14:00	26488	26490	26486	26487	16	0	14
2021.08.10	11:15:00	26487	26490	26486	26489	21	0	14
2021.08.10	11:16:00	26489	26489	26480	26489	29	0	14
2021.08.10	11:17:00	26489	26494	26488	26492	16	0	14
2021.08.10	11:18:00	26492	26494	26487	26490	20	0	14
2021.08.10	11:19:00	26490	26495	26488	26495	23	0	14
2021.08.10	11:20:00	26495	26500	26494	26500	27	0	14
2021.08.10	11:21:00	26500	26501	26497	26499	17	0	14
2021.08.10	11:22:00	26499	26500	26497	26499	22	0	14
2021.08.10	11:23:00	26499	26501	26498	26500	12	0	14
2021.08.10	11:24:00	26500	26504	26500	26503	15	0	14
2021.08.10	11:25:00	26503	26505	26499	26502	21	0	14
2021.08.10	11:26:00	26502	26503	26497	26502	15	0	14
2021.08.10	11:27:00	26502	26506	26500	26504	22	0	14
2021.08.10	11:28:00	26503	26510	26500	26510	28	0	14
2021.08.10	11:29:00	26510	26523	26500	26514	43	0	14
2021.08.10	12:15:00	26499	26513	26499	26512	29	0	14
2021.08.10	12:16:00	26512	26516	26504	26504	18	0	14
2021.08.10	12:17:00	26504	26505	26501	26502	6	0	14
2021.08.10	12:18:00	26502	26503	26496	26497	18	0	14
2021.08.10	12:19:00	26497	26500	26494	26497	17	0	14
2021.08.10	12:20:00	26497	26502	26495	26500	20	0	14
2021.08.10	12:21:00	26500	26500	26488	26488	30	0	14
2021.08.10	12:22:00	26488	26490	26485	26489	17	0	14
2021.08.10	12:23:00	26489	26491	26489	26489	6	0	14
2021.08.10	12:24:00	26489	26493	26489	26493	6	0	14
2021.08.10	12:25:00	26493	26497	26493	26496	9	0	14
2021.08.10	12:26:00	26496	26497	26495	26495	3	0	14
2021.08.10	12:27:00	26495	26495	26486	26486	13	0	14
2021.08.10	12:28:00	26486	26486	26479	26483	16	0	14
2021.08.10	12:29:00	26483	26485	26479	26484	13	0	14
2021.08.10	12:30:00	26484	26484	26481	26484	7	0	14
2021.08.10	12:31:00	26484	26487	26483	26487	16	0	14
2021.08.10	12:32:00	26487	26489	26484	26488	11	0	14
2021.08.10	12:33:00	26488	26493	26487	26492	8	0	14
2021.08.10	12:34:00	26492	26495	26491	26492	14	0	14
2021.08.10	12:35:00	26492	26492	26488	26488	8	0	14
2021.08.10	12:36:00	26488	26488	26483	26484	9	0	14
2021.08.10	12:37:00	26484	26484	26483	26484	3	0	14
2021.08.10	12:38:00	26484	26484	26481	26483	6	0	14
2021.08.10	12:39:00	26483	26484	26476	26476	22	0	14
2021.08.10	12:40:00	26476	26479	26470	26478	17	0	14
2021.08.10	12:41:00	26478	26479	26471	26471	16	0	14
2021.08.10	12:42:00	26471	26475	26471	26475	7	0	14
2021.08.10	12:43:00	26475	26477	26475	26476	8	0	14
2021.08.10	12:44:00	26476	26481	26476	26476	14	0	14
2021.08.10	12:45:00	26476	26476	26474	26476	8	0	14
2021.08.10	12:46:00	26476	26476	26474	26474	9	0	14
2021.08.10	12:47:00	26474	26476	26474	26475	8	0	14
2021.08.10	12:48:00	26475	26478	26475	26478	11	0	14
2021.08.10	12:49:00	26477	26477	26473	26474	8	0	14
2021.08.10	12:50:00	26474	26475	26472	26475	6	0	14
2021.08.10	12:51:00	26475	26476	26471	26472	9	0	14
2021.08.10	12:52:00	26472	26476	26471	26476	12	0	14
2021.08.10	12:53:00	26476	26476	26473	26475	5	0	14
2021.08.10	12:54:00	26474	26474	26469	26469	9	0	14
2021.08.10	12:55:00	26469	26472	26469	26472	6	0	14
2021.08.10	12:56:00	26472	26472	26471	26471	6	0	14
2021.08.10	12:57:00	26471	26474	26471	26474	10	0	14
2021.08.10	12:58:00	26474	26474	26470	26470	11	0	14
2021.08.10	12:59:00	26470	26474	26467	26468	14	0	14
2021.08.10	13:00:00	26468	26475	26468	26473	16	0	14
2021.08.10	13:01:00	26473	26474	26473	26474	6	0	14
2021.08.10	13:02:00	26474	26474	26471	26473	11	0	14
2021.08.10	13:03:00	26473	26474	26469	26469	13	0	14
2021.08.10	13:04:00	26469	26469	26466	26467	10	0	14
2021.08.10	13:05:00	26467	26469	26467	26468	8	0	14
2021.08.10	13:06:00	26468	26473	26468	26473	5	0	14
2021.08.10	13:07:00	26473	26473	26472	26472	6	0	14
2021.08.10	13:08:00	26472	26474	26472	26474	15	0	14
2021.08.10	13:09:00	26474	26474	26472	26473	8	0	14
2021.08.10	13:10:00	26473	26474	26472	26473	5	0	14
2021.08.10	13:11:00	26473	26473	26469	26470	11	0	14
2021.08.10	13:12:00	26470	26470	26467	26468	7	0	14
2021.08.10	13:13:00	26468	26472	26468	26472	5	0	14
2021.08.10	13:14:00	26471	26473	26469	26473	11	0	14
2021.08.10	13:15:00	26473	26473	26463	26465	15	0	14
2021.08.10	13:16:00	26465	26468	26464	26466	8	0	14
2021.08.10	13:17:00	26466	26466	26458	26461	18	0	14
2021.08.10	13:18:00	26461	26462	26459	26459	4	0	14
2021.08.10	13:19:00	26459	26466	26459	26464	9	0	14
2021.08.10	13:20:00	26464	26466	26464	26465	6	0	14
2021.08.10	13:21:00	26465	26478	26465	26469	13	0	14
2021.08.10	13:22:00	26469	26469	26467	26469	11	0	14
2021.08.10	13:23:00	26469	26472	26468	26472	7	0	14
2021.08.10	13:24:00	26472	26473	26468	26472	11	0	14
2021.08.10	13:25:00	26472	26474	26471	26473	12	0	14
2021.08.10	13:26:00	26473	26473	26471	26471	13	0	14
2021.08.10	13:27:00	26471	26471	26463	26465	18	0	14
2021.08.10	13:28:00	26465	26466	26463	26463	12	0	14
2021.08.10	13:29:00	26463	26465	26463	26464	6	0	14
2021.08.10	13:30:00	26464	26466	26464	26465	14	0	14
2021.08.10	13:31:00	26465	26467	26462	26463	10	0	14
2021.08.10	13:32:00	26463	26466	26463	26465	10	0	14
2021.08.10	13:33:00	26465	26465	26463	26464	8	0	14
2021.08.10	13:34:00	26464	26466	26462	26466	14	0	14
2021.08.10	13:35:00	26466	26466	26464	26465	9	0	14
2021.08.10	13:36:00	26465	26473	26465	26472	11	0	14
2021.08.10	13:37:00	26472	26476	26472	26476	5	0	14
2021.08.10	13:38:00	26476	26476	26472	26473	6	0	14
2021.08.10	13:39:00	26473	26474	26472	26474	5	0	14
2021.08.10	13:40:00	26474	26476	26474	26476	5	0	14
2021.08.10	13:41:00	26476	26476	26460	26463	12	0	14
2021.08.10	13:42:00	26463	26472	26462	26471	15	0	14
2021.08.10	13:43:00	26472	26481	26471	26478	16	0	14
2021.08.10	13:44:00	26478	26478	26476	26476	3	0	14
2021.08.10	13:45:00	26476	26477	26476	26476	3	0	14
2021.08.10	13:46:00	26476	26477	26475	26476	8	0	14
2021.08.10	13:47:00	26476	26477	26474	26477	6	0	14
2021.08.10	13:48:00	26477	26477	26476	26477	5	0	14
2021.08.10	13:49:00	26477	26478	26476	26478	4	0	14
2021.08.10	13:50:00	26478	26478	26476	26476	3	0	14
2021.08.10	13:51:00	26476	26478	26476	26478	6	0	14
2021.08.10	13:52:00	26478	26478	26475	26477	8	0	14
2021.08.10	13:53:00	26477	26478	26475	26475	6	0	14
2021.08.10	13:54:00	26475	26476	26475	26476	4	0	14
2021.08.10	13:55:00	26476	26478	26476	26478	8	0	14
2021.08.10	13:56:00	26478	26480	26478	26480	6	0	14
2021.08.10	13:57:00	26480	26481	26478	26478	9	0	14
2021.08.10	13:58:00	26478	26478	26471	26472	10	0	14
2021.08.10	13:59:00	26472	26472	26467	26467	3	0	14
2021.08.10	14:00:00	26467	26469	26466	26468	15	0	14
2021.08.10	14:01:00	26468	26474	26468	26474	9	0	14
2021.08.10	14:02:00	26474	26478	26474	26478	10	0	14
2021.08.10	14:03:00	26478	26499	26478	26481	10	0	14
2021.08.10	14:04:00	26481	26483	26481	26483	6	0	14
2021.08.10	14:05:00	26483	26484	26482	26483	9	0	14
2021.08.10	14:06:00	26483	26484	26479	26479	8	0	14
2021.08.10	14:07:00	26479	26479	26475	26475	10	0	14
2021.08.10	14:08:00	26475	26475	26472	26475	6	0	14
2021.08.10	14:09:00	26475	26476	26475	26475	3	0	14
2021.08.10	14:10:00	26475	26476	26474	26476	6	0	14
2021.08.10	14:11:00	26476	26478	26476	26477	4	0	14
2021.08.10	14:12:00	26477	26481	26476	26481	8	0	14
2021.08.10	14:13:00	26481	26484	26480	26484	7	0	14
2021.08.10	14:14:00	26484	26486	26481	26486	13	0	14
2021.08.10	14:15:00	26486	26492	26486	26488	13	0	14
2021.08.10	14:16:00	26488	26491	26486	26487	13	0	14
2021.08.10	14:17:00	26487	26492	26487	26490	9	0	14
2021.08.10	14:18:00	26490	26492	26487	26491	14	0	14
2021.08.10	14:19:00	26491	26491	26485	26490	12	0	14
2021.08.10	14:20:00	26490	26492	26490	26491	13	0	14
2021.08.10	14:21:00	26491	26491	26485	26485	14	0	14
2021.08.10	14:22:00	26484	26486	26484	26486	10	0	14
2021.08.10	14:23:00	26486	26486	26484	26484	9	0	14
2021.08.10	14:24:00	26484	26484	26483	26484	3	0	14
2021.08.10	14:25:00	26484	26485	26483	26485	7	0	14
2021.08.10	14:26:00	26485	26486	26484	26485	9	0	14
2021.08.10	14:27:00	26485	26486	26485	26486	2	0	14
2021.08.10	14:28:00	26486	26486	26480	26480	18	0	14
2021.08.10	14:29:00	26480	26482	26479	26482	12	0	14
2021.08.10	14:30:00	26482	26482	26480	26480	9	0	14
2021.08.10	14:31:00	26480	26480	26479	26479	4	0	14
2021.08.10	14:32:00	26480	26481	26477	26478	9	0	14
2021.08.10	14:33:00	26478	26482	26477	26481	6	0	14
2021.08.10	14:34:00	26481	26481	26478	26478	4	0	14
2021.08.10	14:35:00	26477	26478	26477	26477	3	0	14
2021.08.10	14:36:00	26477	26480	26477	26478	10	0	14
2021.08.10	14:37:00	26477	26479	26477	26478	7	0	14
2021.08.10	14:38:00	26478	26479	26477	26479	10	0	14
2021.08.10	14:39:00	26479	26479	26475	26476	13	0	14
2021.08.10	14:40:00	26477	26479	26477	26478	6	0	14
2021.08.10	14:41:00	26478	26481	26478	26478	12	0	14
2021.08.10	14:42:00	26479	26479	26474	26475	6	0	14
2021.08.10	14:43:00	26475	26477	26473	26476	9	0	14
2021.08.10	14:44:00	26477	26477	26475	26476	8	0	14
2021.08.10	14:45:00	26476	26476	26472	26473	5	0	14
2021.08.10	14:46:00	26472	26475	26471	26474	7	0	14
2021.08.10	14:47:00	26474	26475	26473	26474	5	0	14
2021.08.10	14:48:00	26474	26475	26473	26474	8	0	14
2021.08.10	14:49:00	26474	26474	26473	26474	5	0	14
2021.08.10	14:50:00	26475	26475	26473	26474	3	0	14
2021.08.10	14:51:00	26474	26475	26473	26475	8	0	14
2021.08.10	14:52:00	26475	26475	26473	26474	6	0	14
2021.08.10	14:53:00	26474	26474	26473	26474	5	0	14
2021.08.10	14:54:00	26474	26475	26473	26473	3	0	14
2021.08.10	14:55:00	26473	26475	26473	26474	8	0	14
2021.08.10	14:56:00	26474	26474	26471	26472	4	0	14
2021.08.10	14:57:00	26472	26474	26472	26474	13	0	14
2021.08.10	14:58:00	26474	26474	26471	26471	6	0	14
2021.08.10	14:59:00	26471	26472	26471	26471	7	0	14
2021.08.10	15:00:00	26471	26473	26464	26465	18	0	14
2021.08.10	15:01:00	26464	26468	26464	26468	7	0	14
2021.08.10	15:02:00	26468	26474	26468	26474	4	0	14
2021.08.10	15:03:00	26474	26474	26470	26470	10	0	14
2021.08.10	15:04:00	26470	26470	26467	26469	5	0	14
2021.08.10	15:05:00	26469	26470	26468	26469	11	0	14
2021.08.10	15:06:00	26469	26470	26467	26469	7	0	14
2021.08.10	15:07:00	26469	26471	26468	26471	5	0	14
2021.08.10	15:08:00	26471	26471	26469	26470	6	0	14
2021.08.10	15:09:00	26470	26472	26470	26471	10	0	14
2021.08.10	15:10:00	26471	26473	26470	26473	7	0	14
2021.08.10	15:11:00	26473	26473	26468	26468	15	0	14
2021.08.10	15:12:00	26468	26469	26466	26466	6	0	14
2021.08.10	15:13:00	26466	26469	26466	26467	10	0	14
2021.08.10	15:14:00	26465	26465	26461	26465	12	0	14
2021.08.10	15:15:00	26465	26465	26458	26459	10	0	14
2021.08.10	15:16:00	26459	26460	26454	26455	11	0	14
2021.08.10	15:17:00	26455	26455	26449	26454	12	0	14
2021.08.10	15:18:00	26454	26454	26453	26454	3	0	14
2021.08.10	15:19:00	26454	26454	26453	26454	3	0	14
2021.08.10	15:20:00	26454	26460	26453	26460	9	0	14
2021.08.10	15:21:00	26459	26460	26456	26460	10	0	14
2021.08.10	15:22:00	26460	26460	26457	26460	8	0	14
2021.08.10	15:23:00	26460	26460	26454	26455	6	0	14
2021.08.10	15:24:00	26455	26456	26453	26453	9	0	14
2021.08.10	15:25:00	26453	26454	26452	26454	10	0	14
2021.08.10	15:26:00	26454	26455	26454	26455	10	0	14
2021.08.10	15:27:00	26455	26457	26454	26457	7	0	14
2021.08.10	15:28:00	26457	26461	26457	26461	7	0	14
2021.08.10	15:29:00	26461	26462	26461	26462	6	0	14
2021.08.10	15:30:00	26462	26463	26462	26463	2	0	14
2021.08.10	15:31:00	26463	26465	26462	26463	10	0	14
2021.08.10	15:32:00	26463	26463	26460	26461	5	0	14
2021.08.10	15:33:00	26461	26463	26461	26462	6	0	14
2021.08.10	15:34:00	26462	26464	26462	26463	10	0	14
2021.08.10	15:35:00	26462	26463	26462	26463	4	0	14
2021.08.10	15:36:00	26462	26465	26462	26464	8	0	14
