<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.01	06:17:00	26018	26022	25991	26007	78	0	14
2021.09.01	06:18:00	26007	26022	26006	26022	83	0	14
2021.09.01	06:19:00	26022	26039	26015	26035	78	0	14
2021.09.01	06:20:00	26035	26044	26028	26030	72	0	14
2021.09.01	06:21:00	26030	26037	26014	26014	77	0	14
2021.09.01	06:22:00	26014	26039	26011	26038	73	0	14
2021.09.01	06:23:00	26038	26040	26022	26032	70	0	14
2021.09.01	06:24:00	26032	26048	26029	26043	69	0	14
2021.09.01	06:25:00	26043	26047	26032	26035	77	0	14
2021.09.01	06:26:00	26035	26052	26033	26037	80	0	14
2021.09.01	06:27:00	26037	26040	26009	26009	84	0	14
2021.09.01	06:28:00	26009	26028	26009	26023	56	0	14
2021.09.01	06:29:00	26023	26027	26013	26019	72	0	14
2021.09.01	06:30:00	26019	26024	26012	26019	64	0	14
2021.09.01	06:31:00	26019	26024	26009	26018	66	0	14
2021.09.01	06:32:00	26018	26028	26014	26025	53	0	14
2021.09.01	06:33:00	26025	26029	26016	26024	48	0	14
2021.09.01	06:34:00	26025	26035	26024	26030	49	0	14
2021.09.01	06:35:00	26030	26039	26027	26028	47	0	14
2021.09.01	06:36:00	26028	26040	26027	26035	50	0	14
2021.09.01	06:37:00	26035	26035	26029	26033	39	0	14
2021.09.01	06:38:00	26034	26038	26029	26035	38	0	14
2021.09.01	06:39:00	26035	26037	26020	26031	41	0	14
2021.09.01	06:40:00	26031	26038	26031	26038	41	0	14
2021.09.01	06:41:00	26039	26040	26036	26040	27	0	14
2021.09.01	06:42:00	26040	26059	26024	26052	37	0	14
2021.09.01	06:43:00	26051	26057	26044	26045	46	0	14
2021.09.01	06:44:00	26046	26050	26031	26047	55	0	14
2021.09.01	06:45:00	26047	26052	26041	26042	42	0	14
2021.09.01	06:46:00	26041	26043	26026	26029	48	0	14
2021.09.01	06:47:00	26029	26035	26025	26025	42	0	14
2021.09.01	06:48:00	26025	26031	26007	26009	56	0	14
2021.09.01	06:49:00	26009	26014	26006	26009	44	0	14
2021.09.01	06:50:00	26009	26024	26008	26022	37	0	14
2021.09.01	06:51:00	26022	26033	26022	26026	49	0	14
2021.09.01	06:52:00	26025	26031	26012	26027	39	0	14
2021.09.01	06:53:00	26026	26026	26020	26021	41	0	14
2021.09.01	06:54:00	26022	26023	26001	26004	36	0	14
2021.09.01	06:55:00	26004	26012	25997	25997	44	0	14
2021.09.01	06:56:00	25997	25998	25967	25988	46	0	14
2021.09.01	06:57:00	25988	25997	25984	25986	44	0	14
2021.09.01	06:58:00	25986	26002	25983	25996	30	0	14
2021.09.01	06:59:00	25996	25996	25970	25970	28	0	14
2021.09.01	08:00:00	25993	26019	25964	26016	72	0	14
2021.09.01	08:01:00	26016	26042	26016	26036	69	0	14
2021.09.01	08:02:00	26037	26046	26030	26042	54	0	14
2021.09.01	08:03:00	26042	26047	26013	26024	70	0	14
2021.09.01	08:04:00	26024	26029	26009	26014	76	0	14
2021.09.01	08:05:00	26014	26014	25984	25988	68	0	14
2021.09.01	08:06:00	25988	26001	25982	25990	77	0	14
2021.09.01	08:07:00	25990	25994	25963	25992	75	0	14
2021.09.01	08:08:00	25993	26009	25993	26007	72	0	14
2021.09.01	08:09:00	26007	26015	25998	26005	71	0	14
2021.09.01	08:10:00	26005	26019	25999	26007	78	0	14
2021.09.01	08:11:00	26007	26012	26001	26010	66	0	14
2021.09.01	08:12:00	26010	26036	26006	26035	64	0	14
2021.09.01	08:13:00	26035	26037	26011	26023	60	0	14
2021.09.01	08:14:00	26023	26023	25997	26001	76	0	14
2021.09.01	08:15:00	26001	26003	25983	25994	63	0	14
2021.09.01	08:16:00	25994	26008	25992	26008	63	0	14
2021.09.01	08:17:00	26008	26012	25985	25990	68	0	14
2021.09.01	08:18:00	25990	26002	25982	26000	79	0	14
2021.09.01	08:19:00	26000	26011	25988	25989	69	0	14
2021.09.01	08:20:00	25989	25999	25985	25989	69	0	14
2021.09.01	08:21:00	25989	25991	25968	25973	72	0	14
2021.09.01	08:22:00	25972	25982	25962	25980	68	0	14
2021.09.01	08:23:00	25980	25983	25970	25982	48	0	14
2021.09.01	08:24:00	25982	25982	25963	25964	56	0	14
2021.09.01	08:25:00	25964	25969	25954	25955	55	0	14
2021.09.01	08:26:00	25955	25960	25944	25947	64	0	14
2021.09.01	08:27:00	25947	25951	25928	25931	74	0	14
2021.09.01	08:28:00	25931	25948	25930	25948	56	0	14
2021.09.01	08:29:00	25948	25969	25948	25967	68	0	14
2021.09.01	08:30:00	25967	25986	25965	25975	46	0	14
2021.09.01	08:31:00	25975	25990	25975	25987	61	0	14
2021.09.01	08:32:00	25987	25996	25981	25994	61	0	14
2021.09.01	08:33:00	25994	25994	25976	25976	54	0	14
2021.09.01	08:34:00	25976	25989	25974	25988	42	0	14
2021.09.01	08:35:00	25987	25989	25960	25960	66	0	14
2021.09.01	08:36:00	25960	25971	25956	25957	51	0	14
2021.09.01	08:37:00	25957	25966	25953	25963	46	0	14
2021.09.01	08:38:00	25963	25966	25950	25957	59	0	14
2021.09.01	08:39:00	25957	25977	25956	25969	61	0	14
2021.09.01	08:40:00	25969	25979	25965	25979	62	0	14
2021.09.01	08:41:00	25980	26004	25980	25998	61	0	14
2021.09.01	08:42:00	25998	26015	25992	26014	66	0	14
2021.09.01	08:43:00	26012	26012	25992	25994	55	0	14
2021.09.01	08:44:00	25994	26009	25993	26003	37	0	14
2021.09.01	08:45:00	26003	26010	25990	25992	48	0	14
2021.09.01	08:46:00	25992	26007	25992	26001	41	0	14
2021.09.01	08:47:00	26001	26003	25995	26002	43	0	14
2021.09.01	08:48:00	26002	26020	26002	26017	51	0	14
2021.09.01	08:49:00	26017	26021	26011	26012	32	0	14
2021.09.01	08:50:00	26012	26019	26011	26012	51	0	14
2021.09.01	08:51:00	26012	26022	26011	26022	44	0	14
2021.09.01	08:52:00	26022	26042	26022	26041	49	0	14
2021.09.01	08:53:00	26041	26042	26026	26029	58	0	14
2021.09.01	08:54:00	26029	26032	26023	26032	44	0	14
2021.09.01	08:55:00	26032	26037	26027	26030	48	0	14
2021.09.01	08:56:00	26030	26030	26019	26019	45	0	14
2021.09.01	08:57:00	26019	26027	26018	26023	42	0	14
2021.09.01	08:58:00	26023	26024	25998	26002	56	0	14
2021.09.01	08:59:00	26002	26015	25999	26015	48	0	14
2021.09.01	09:00:00	26015	26020	26009	26016	50	0	14
2021.09.01	09:01:00	26016	26034	26016	26034	43	0	14
2021.09.01	09:02:00	26034	26037	26029	26032	58	0	14
2021.09.01	09:03:00	26032	26036	26028	26034	47	0	14
2021.09.01	09:04:00	26034	26036	26027	26033	47	0	14
2021.09.01	09:05:00	26034	26034	26004	26006	62	0	14
2021.09.01	09:06:00	26006	26018	26002	26014	57	0	14
2021.09.01	09:07:00	26013	26015	25996	25997	52	0	14
2021.09.01	09:08:00	25996	26010	25996	26006	45	0	14
2021.09.01	09:09:00	26006	26016	26006	26014	47	0	14
2021.09.01	09:10:00	26014	26027	26013	26020	55	0	14
2021.09.01	09:11:00	26020	26025	26012	26015	50	0	14
2021.09.01	09:12:00	26015	26019	26010	26015	39	0	14
2021.09.01	09:13:00	26014	26022	26002	26002	57	0	14
2021.09.01	09:14:00	26002	26009	25998	26003	48	0	14
2021.09.01	09:15:00	26003	26012	26001	26007	38	0	14
2021.09.01	09:16:00	26008	26016	26004	26009	48	0	14
2021.09.01	09:17:00	26009	26009	26001	26005	34	0	14
2021.09.01	09:18:00	26005	26021	26001	26021	41	0	14
2021.09.01	09:19:00	26021	26029	26019	26021	47	0	14
2021.09.01	09:20:00	26021	26021	26003	26010	57	0	14
2021.09.01	09:21:00	26012	26017	26004	26013	57	0	14
2021.09.01	09:22:00	26013	26015	26007	26009	68	0	14
2021.09.01	09:23:00	26009	26010	25993	26003	60	0	14
2021.09.01	09:24:00	26003	26007	26001	26003	54	0	14
2021.09.01	09:25:00	26003	26017	26003	26016	35	0	14
2021.09.01	09:26:00	26016	26021	26015	26019	29	0	14
2021.09.01	09:27:00	26019	26021	26010	26017	39	0	14
2021.09.01	09:28:00	26017	26019	26005	26012	46	0	14
2021.09.01	09:29:00	26012	26023	26012	26023	53	0	14
2021.09.01	09:30:00	26023	26049	26021	26044	54	0	14
2021.09.01	09:31:00	26044	26044	26032	26040	44	0	14
2021.09.01	09:32:00	26041	26054	26030	26046	50	0	14
2021.09.01	09:33:00	26046	26055	26042	26049	47	0	14
2021.09.01	09:34:00	26049	26056	26048	26049	43	0	14
2021.09.01	09:35:00	26049	26054	26047	26047	43	0	14
2021.09.01	09:36:00	26047	26048	26029	26030	50	0	14
2021.09.01	09:37:00	26030	26041	26030	26034	42	0	14
2021.09.01	09:38:00	26034	26037	26030	26031	38	0	14
2021.09.01	09:39:00	26031	26033	26022	26024	39	0	14
2021.09.01	09:40:00	26024	26030	26016	26016	52	0	14
2021.09.01	09:41:00	26016	26018	26012	26017	36	0	14
2021.09.01	09:42:00	26017	26021	26014	26018	36	0	14
2021.09.01	09:43:00	26018	26019	26015	26016	22	0	14
2021.09.01	09:44:00	26016	26020	26009	26012	31	0	14
2021.09.01	09:45:00	26012	26015	26007	26010	36	0	14
2021.09.01	09:46:00	26010	26016	26004	26011	42	0	14
2021.09.01	09:47:00	26011	26011	25996	26002	36	0	14
2021.09.01	09:48:00	26002	26005	25997	26000	32	0	14
2021.09.01	09:49:00	26001	26002	25989	25992	34	0	14
2021.09.01	09:50:00	25992	26000	25990	25996	38	0	14
2021.09.01	09:51:00	25996	25998	25993	25998	39	0	14
2021.09.01	09:52:00	25998	25999	25993	25994	37	0	14
2021.09.01	09:53:00	25994	25996	25989	25995	40	0	14
2021.09.01	09:54:00	25995	25995	25991	25992	20	0	14
2021.09.01	09:55:00	25992	25992	25976	25977	53	0	14
2021.09.01	09:56:00	25977	25984	25976	25981	43	0	14
2021.09.01	09:57:00	25980	25988	25974	25984	47	0	14
2021.09.01	09:58:00	25984	25990	25981	25988	46	0	14
2021.09.01	09:59:00	25988	25995	25985	25985	43	0	14
2021.09.01	10:00:00	25985	26003	25983	25995	58	0	14
2021.09.01	10:01:00	25995	26013	25989	26012	48	0	14
2021.09.01	10:02:00	26012	26012	26001	26002	34	0	14
2021.09.01	10:03:00	26002	26002	25983	25983	39	0	14
2021.09.01	10:04:00	25983	25995	25983	25988	41	0	14
2021.09.01	10:05:00	25987	25993	25983	25986	43	0	14
2021.09.01	10:06:00	25986	25989	25980	25989	42	0	14
2021.09.01	10:07:00	25989	25992	25986	25986	38	0	14
2021.09.01	10:08:00	25985	25992	25982	25990	43	0	14
2021.09.01	10:09:00	25990	25994	25981	25984	39	0	14
2021.09.01	10:10:00	25984	25995	25984	25986	43	0	14
2021.09.01	10:11:00	25986	25990	25983	25984	33	0	14
2021.09.01	10:12:00	25984	25988	25983	25987	27	0	14
2021.09.01	10:13:00	25987	25988	25977	25977	29	0	14
2021.09.01	10:14:00	25977	25981	25964	25964	55	0	14
2021.09.01	10:15:00	25965	25975	25965	25972	40	0	14
2021.09.01	10:16:00	25972	25977	25961	25966	38	0	14
2021.09.01	10:17:00	25966	25971	25963	25966	36	0	14
2021.09.01	10:18:00	25965	25968	25964	25967	27	0	14
2021.09.01	10:19:00	25967	25975	25966	25975	36	0	14
2021.09.01	10:20:00	25975	25977	25962	25964	40	0	14
2021.09.01	10:21:00	25964	25971	25964	25966	33	0	14
2021.09.01	10:22:00	25966	25966	25958	25961	32	0	14
2021.09.01	10:23:00	25961	25966	25960	25963	34	0	14
2021.09.01	10:24:00	25963	25966	25962	25963	19	0	14
2021.09.01	10:25:00	25963	25968	25961	25966	36	0	14
2021.09.01	10:26:00	25966	25966	25960	25962	36	0	14
2021.09.01	10:27:00	25962	25965	25959	25959	25	0	14
2021.09.01	10:28:00	25959	25964	25959	25964	24	0	14
2021.09.01	10:29:00	25964	25972	25962	25971	34	0	14
2021.09.01	10:30:00	25972	25975	25963	25973	37	0	14
2021.09.01	10:31:00	25973	25985	25973	25979	42	0	14
2021.09.01	10:32:00	25979	25988	25979	25981	47	0	14
2021.09.01	10:33:00	25981	25995	25980	25990	30	0	14
2021.09.01	10:34:00	25990	25990	25986	25988	34	0	14
2021.09.01	10:35:00	25988	25991	25987	25989	34	0	14
2021.09.01	10:36:00	25989	25990	25981	25984	40	0	14
2021.09.01	10:37:00	25984	25992	25984	25988	38	0	14
2021.09.01	10:38:00	25988	25992	25984	25984	30	0	14
2021.09.01	10:39:00	25984	25986	25979	25979	39	0	14
2021.09.01	10:40:00	25979	25983	25977	25979	40	0	14
2021.09.01	10:41:00	25979	25985	25978	25979	23	0	14
2021.09.01	10:42:00	25979	25989	25978	25988	25	0	14
2021.09.01	10:43:00	25988	25989	25980	25982	37	0	14
2021.09.01	10:44:00	25982	25983	25974	25979	41	0	14
2021.09.01	10:45:00	25979	25981	25974	25976	25	0	14
2021.09.01	10:46:00	25976	25977	25969	25973	31	0	14
2021.09.01	10:47:00	25973	25974	25967	25969	32	0	14
2021.09.01	10:48:00	25969	25969	25962	25966	30	0	14
2021.09.01	10:49:00	25966	25974	25962	25973	36	0	14
2021.09.01	10:50:00	25972	25978	25971	25974	34	0	14
2021.09.01	10:51:00	25974	25974	25964	25968	29	0	14
2021.09.01	10:52:00	25968	25974	25966	25970	28	0	14
2021.09.01	10:53:00	25970	25970	25960	25961	36	0	14
2021.09.01	10:54:00	25960	25963	25957	25961	40	0	14
2021.09.01	10:55:00	25961	25971	25958	25969	44	0	14
2021.09.01	10:56:00	25969	25969	25962	25963	37	0	14
2021.09.01	10:57:00	25963	25967	25955	25957	40	0	14
2021.09.01	10:58:00	25958	25968	25957	25966	44	0	14
2021.09.01	10:59:00	25966	25971	25963	25968	51	0	14
2021.09.01	11:00:00	25968	25971	25952	25970	38	0	14
2021.09.01	11:01:00	25970	25989	25970	25989	47	0	14
2021.09.01	11:02:00	25989	25991	25981	25985	35	0	14
2021.09.01	11:03:00	25985	25988	25978	25987	28	0	14
2021.09.01	11:04:00	25987	25992	25986	25988	26	0	14
2021.09.01	11:05:00	25988	25989	25971	25975	47	0	14
2021.09.01	11:06:00	25975	25984	25974	25979	31	0	14
2021.09.01	11:07:00	25979	25979	25970	25973	38	0	14
2021.09.01	11:08:00	25973	25979	25966	25975	58	0	14
2021.09.01	11:09:00	25975	25976	25960	25967	50	0	14
2021.09.01	11:10:00	25967	25980	25964	25978	53	0	14
2021.09.01	11:11:00	25978	25985	25976	25980	40	0	14
2021.09.01	11:12:00	25980	25981	25973	25980	34	0	14
2021.09.01	11:13:00	25980	25980	25977	25979	20	0	14
2021.09.01	11:14:00	25978	25979	25972	25978	34	0	14
2021.09.01	11:15:00	25978	25987	25977	25984	31	0	14
2021.09.01	11:16:00	25984	25989	25984	25989	31	0	14
2021.09.01	11:17:00	25989	25991	25986	25987	24	0	14
2021.09.01	11:18:00	25987	25987	25984	25985	17	0	14
2021.09.01	11:19:00	25985	25988	25984	25987	30	0	14
2021.09.01	11:20:00	25987	25989	25986	25987	17	0	14
2021.09.01	11:21:00	25987	25990	25987	25989	30	0	14
2021.09.01	11:22:00	25989	25991	25986	25987	26	0	14
2021.09.01	11:23:00	25987	25993	25984	25992	23	0	14
2021.09.01	11:24:00	25992	25992	25991	25992	5	0	14
2021.09.01	11:25:00	25991	25994	25990	25994	11	0	14
2021.09.01	11:26:00	25994	25995	25989	25989	12	0	14
2021.09.01	11:27:00	25989	25999	25989	25999	28	0	14
2021.09.01	11:28:00	25999	26001	25997	25999	8	0	14
2021.09.01	11:29:00	25999	26011	25993	25993	23	0	14
2021.09.01	12:15:00	25982	25992	25978	25985	26	0	14
2021.09.01	12:16:00	25985	25989	25985	25985	20	0	14
2021.09.01	12:17:00	25985	25986	25969	25969	13	0	14
2021.09.01	12:18:00	25969	25973	25966	25969	19	0	14
2021.09.01	12:19:00	25969	25972	25966	25972	19	0	14
2021.09.01	12:20:00	25972	25973	25969	25971	19	0	14
2021.09.01	12:21:00	25970	25970	25962	25966	20	0	14
2021.09.01	12:22:00	25966	25968	25964	25966	19	0	14
2021.09.01	12:23:00	25968	25968	25959	25962	23	0	14
2021.09.01	12:24:00	25962	25972	25962	25972	28	0	14
2021.09.01	12:25:00	25972	25973	25963	25969	17	0	14
2021.09.01	12:26:00	25969	25970	25966	25969	20	0	14
2021.09.01	12:27:00	25969	25977	25969	25974	12	0	14
2021.09.01	12:28:00	25974	25975	25972	25974	16	0	14
2021.09.01	12:29:00	25974	25976	25972	25973	13	0	14
2021.09.01	12:30:00	25973	25978	25972	25978	10	0	14
2021.09.01	12:31:00	25978	25985	25977	25982	15	0	14
2021.09.01	12:32:00	25982	25984	25980	25981	21	0	14
2021.09.01	12:33:00	25980	25987	25963	25987	19	0	14
2021.09.01	12:34:00	25987	25987	25982	25987	15	0	14
2021.09.01	12:35:00	25986	25987	25984	25987	9	0	14
2021.09.01	12:36:00	25987	25987	25984	25985	19	0	14
2021.09.01	12:37:00	25985	25990	25983	25990	17	0	14
2021.09.01	12:38:00	25990	25992	25989	25989	18	0	14
2021.09.01	12:39:00	25989	25989	25983	25988	10	0	14
2021.09.01	12:40:00	25988	25989	25987	25987	8	0	14
2021.09.01	12:41:00	25987	25989	25986	25987	8	0	14
2021.09.01	12:42:00	25987	25987	25986	25986	14	0	14
2021.09.01	12:43:00	25986	25987	25983	25985	8	0	14
2021.09.01	12:44:00	25984	25984	25977	25978	17	0	14
2021.09.01	12:45:00	25978	25978	25971	25972	34	0	14
2021.09.01	12:46:00	25972	25972	25965	25966	15	0	14
2021.09.01	12:47:00	25966	25969	25961	25968	24	0	14
2021.09.01	12:48:00	25968	25969	25963	25969	21	0	14
2021.09.01	12:49:00	25968	25970	25968	25970	5	0	14
2021.09.01	12:50:00	25970	25973	25970	25973	17	0	14
2021.09.01	12:51:00	25972	25972	25960	25961	20	0	14
2021.09.01	12:52:00	25962	25962	25954	25958	25	0	14
2021.09.01	12:53:00	25958	25958	25954	25956	26	0	14
2021.09.01	12:54:00	25957	25962	25956	25961	16	0	14
2021.09.01	12:55:00	25961	25963	25958	25961	21	0	14
2021.09.01	12:56:00	25961	25968	25961	25966	15	0	14
2021.09.01	12:57:00	25967	25967	25966	25967	5	0	14
2021.09.01	12:58:00	25967	25970	25967	25968	11	0	14
2021.09.01	12:59:00	25969	25969	25966	25967	19	0	14
2021.09.01	13:00:00	25967	25969	25965	25965	11	0	14
2021.09.01	13:01:00	25965	25966	25964	25966	10	0	14
2021.09.01	13:02:00	25966	25966	25959	25959	9	0	14
2021.09.01	13:03:00	25961	25963	25959	25961	14	0	14
2021.09.01	13:04:00	25961	25963	25958	25962	22	0	14
2021.09.01	13:05:00	25962	25966	25962	25962	7	0	14
2021.09.01	13:06:00	25962	25964	25961	25964	10	0	14
2021.09.01	13:07:00	25964	25965	25963	25964	9	0	14
2021.09.01	13:08:00	25964	25964	25961	25963	8	0	14
2021.09.01	13:09:00	25963	25968	25961	25966	19	0	14
2021.09.01	13:10:00	25966	25969	25966	25969	8	0	14
2021.09.01	13:11:00	25969	25971	25968	25968	6	0	14
2021.09.01	13:12:00	25968	25968	25965	25967	9	0	14
2021.09.01	13:13:00	25968	25968	25966	25967	4	0	14
2021.09.01	13:14:00	25967	25969	25966	25967	7	0	14
2021.09.01	13:15:00	25967	25967	25964	25966	13	0	14
2021.09.01	13:16:00	25966	25969	25966	25969	6	0	14
2021.09.01	13:17:00	25969	25969	25965	25965	7	0	14
2021.09.01	13:18:00	25966	25967	25964	25964	9	0	14
2021.09.01	13:19:00	25964	25966	25961	25966	15	0	14
2021.09.01	13:20:00	25966	25968	25966	25967	4	0	14
2021.09.01	13:21:00	25968	25969	25965	25965	4	0	14
2021.09.01	13:22:00	25965	25966	25964	25966	18	0	14
2021.09.01	13:23:00	25966	25967	25964	25964	11	0	14
2021.09.01	13:24:00	25965	25965	25962	25964	9	0	14
2021.09.01	13:25:00	25964	25964	25959	25959	11	0	14
2021.09.01	13:26:00	25959	25960	25956	25957	12	0	14
2021.09.01	13:27:00	25957	25960	25957	25959	12	0	14
2021.09.01	13:28:00	25958	25962	25958	25962	11	0	14
2021.09.01	13:29:00	25963	25964	25962	25964	5	0	14
2021.09.01	13:30:00	25964	25964	25955	25955	15	0	14
2021.09.01	13:31:00	25955	25955	25946	25951	21	0	14
2021.09.01	13:32:00	25951	25956	25951	25956	15	0	14
2021.09.01	13:33:00	25957	25964	25955	25963	14	0	14
2021.09.01	13:34:00	25964	25970	25964	25969	12	0	14
2021.09.01	13:35:00	25970	25971	25966	25971	12	0	14
2021.09.01	13:36:00	25971	25971	25966	25967	8	0	14
2021.09.01	13:37:00	25967	25970	25966	25969	12	0	14
2021.09.01	13:38:00	25968	25971	25968	25971	4	0	14
2021.09.01	13:39:00	25971	25973	25969	25971	14	0	14
2021.09.01	13:40:00	25971	25976	25969	25974	14	0	14
2021.09.01	13:41:00	25974	25976	25972	25976	6	0	14
2021.09.01	13:42:00	25976	25980	25976	25978	16	0	14
2021.09.01	13:43:00	25978	25978	25974	25974	4	0	14
2021.09.01	13:44:00	25975	25975	25974	25974	8	0	14
2021.09.01	13:45:00	25974	25975	25974	25974	7	0	14
2021.09.01	13:46:00	25974	25978	25974	25976	13	0	14
2021.09.01	13:47:00	25976	25981	25976	25978	8	0	14
2021.09.01	13:48:00	25979	25980	25977	25980	14	0	14
2021.09.01	13:49:00	25981	25982	25980	25982	8	0	14
2021.09.01	13:50:00	25982	25985	25979	25979	12	0	14
2021.09.01	13:51:00	25979	25981	25978	25979	12	0	14
2021.09.01	13:52:00	25979	25980	25978	25978	14	0	14
2021.09.01	13:53:00	25978	25979	25976	25977	16	0	14
2021.09.01	13:54:00	25977	25978	25975	25977	11	0	14
2021.09.01	13:55:00	25977	25980	25974	25974	18	0	14
2021.09.01	13:56:00	25975	25977	25973	25976	9	0	14
2021.09.01	13:57:00	25976	25976	25974	25976	11	0	14
2021.09.01	13:58:00	25976	25978	25975	25978	11	0	14
2021.09.01	13:59:00	25978	25984	25978	25983	18	0	14
2021.09.01	14:00:00	25983	25988	25981	25985	18	0	14
2021.09.01	14:01:00	25985	25987	25985	25986	11	0	14
2021.09.01	14:02:00	25986	25986	25983	25983	14	0	14
2021.09.01	14:03:00	25983	25983	25975	25975	19	0	14
2021.09.01	14:04:00	25976	25979	25974	25977	17	0	14
2021.09.01	14:05:00	25976	25979	25975	25977	24	0	14
2021.09.01	14:06:00	25977	25978	25971	25971	12	0	14
2021.09.01	14:07:00	25971	25971	25965	25966	5	0	14
2021.09.01	14:08:00	25966	25966	25964	25964	16	0	14
2021.09.01	14:09:00	25964	25970	25963	25970	17	0	14
2021.09.01	14:10:00	25970	25971	25967	25970	14	0	14
2021.09.01	14:11:00	25970	25970	25968	25970	5	0	14
2021.09.01	14:12:00	25970	25974	25969	25972	20	0	14
2021.09.01	14:13:00	25972	25976	25972	25976	11	0	14
2021.09.01	14:14:00	25976	25976	25974	25976	13	0	14
2021.09.01	14:15:00	25975	25977	25970	25970	13	0	14
2021.09.01	14:16:00	25970	25977	25970	25975	19	0	14
2021.09.01	14:17:00	25976	25976	25971	25973	16	0	14
2021.09.01	14:18:00	25973	25973	25967	25967	12	0	14
2021.09.01	14:19:00	25967	25970	25967	25970	10	0	14
2021.09.01	14:20:00	25969	25969	25966	25968	12	0	14
2021.09.01	14:21:00	25968	25970	25966	25968	14	0	14
2021.09.01	14:22:00	25968	25971	25968	25970	8	0	14
2021.09.01	14:23:00	25970	25972	25969	25972	12	0	14
2021.09.01	14:24:00	25972	25974	25970	25973	19	0	14
2021.09.01	14:25:00	25972	25973	25970	25971	9	0	14
2021.09.01	14:26:00	25971	25971	25966	25968	13	0	14
2021.09.01	14:27:00	25968	25971	25966	25968	9	0	14
2021.09.01	14:28:00	25966	25968	25966	25966	17	0	14
2021.09.01	14:29:00	25967	25979	25962	25979	28	0	14
2021.09.01	14:30:00	25979	25984	25977	25984	15	0	14
2021.09.01	14:31:00	25984	25985	25983	25985	8	0	14
2021.09.01	14:32:00	25985	25988	25985	25987	11	0	14
2021.09.01	14:33:00	25987	25989	25987	25989	7	0	14
2021.09.01	14:34:00	25989	25994	25988	25994	19	0	14
2021.09.01	14:35:00	25994	26000	25994	25995	16	0	14
2021.09.01	14:36:00	25995	25997	25995	25996	12	0	14
2021.09.01	14:37:00	25996	25998	25995	25996	13	0	14
2021.09.01	14:38:00	25996	25998	25996	25998	13	0	14
2021.09.01	14:39:00	25999	26000	25998	26000	4	0	14
2021.09.01	14:40:00	26000	26000	25998	25998	11	0	14
2021.09.01	14:41:00	25998	25999	25996	25996	13	0	14
2021.09.01	14:42:00	25996	25997	25990	25992	12	0	14
2021.09.01	14:43:00	25992	25992	25989	25991	5	0	14
2021.09.01	14:44:00	25992	25994	25991	25992	16	0	14
2021.09.01	14:45:00	25992	25992	25986	25986	11	0	14
2021.09.01	14:46:00	25986	25989	25986	25988	10	0	14
2021.09.01	14:47:00	25987	25992	25986	25991	10	0	14
2021.09.01	14:48:00	25991	26001	25989	25998	24	0	14
2021.09.01	14:49:00	25998	26003	25996	26000	23	0	14
2021.09.01	14:50:00	26000	26007	26000	26007	13	0	14
2021.09.01	14:51:00	26008	26008	26003	26003	19	0	14
2021.09.01	14:52:00	26003	26003	25996	25996	11	0	14
2021.09.01	14:53:00	25996	25998	25992	25995	23	0	14
2021.09.01	14:54:00	25997	26000	25997	26000	5	0	14
2021.09.01	14:55:00	26000	26002	25997	26001	17	0	14
2021.09.01	14:56:00	26001	26001	25999	25999	6	0	14
2021.09.01	14:57:00	25999	26006	25999	26006	8	0	14
2021.09.01	14:58:00	26006	26006	26002	26003	10	0	14
2021.09.01	14:59:00	26003	26005	25997	26001	14	0	14
2021.09.01	15:00:00	26001	26003	26000	26002	12	0	14
2021.09.01	15:01:00	26002	26003	26001	26001	17	0	14
2021.09.01	15:02:00	26002	26002	25997	25997	8	0	14
2021.09.01	15:03:00	25997	25997	25993	25996	13	0	14
2021.09.01	15:04:00	25997	26000	25995	25997	19	0	14
2021.09.01	15:05:00	25997	26000	25997	25998	6	0	14
2021.09.01	15:06:00	25998	26000	25998	26000	11	0	14
2021.09.01	15:07:00	26000	26003	25999	26001	9	0	14
2021.09.01	15:08:00	26001	26002	25999	26000	7	0	14
2021.09.01	15:09:00	26000	26005	26000	26005	9	0	14
2021.09.01	15:10:00	26006	26006	26004	26005	4	0	14
2021.09.01	15:11:00	26005	26005	26003	26003	4	0	14
2021.09.01	15:12:00	26003	26003	25999	25999	12	0	14
2021.09.01	15:13:00	25997	26006	25997	26006	13	0	14
2021.09.01	15:14:00	26007	26013	26007	26013	20	0	14
2021.09.01	15:15:00	26014	26043	26014	26037	56	0	14
2021.09.01	15:16:00	26037	26049	26017	26018	44	0	14
2021.09.01	15:17:00	26018	26019	26011	26019	31	0	14
2021.09.01	15:18:00	26019	26022	26016	26019	44	0	14
2021.09.01	15:19:00	26019	26020	26014	26018	35	0	14
2021.09.01	15:20:00	26020	26023	26017	26017	26	0	14
2021.09.01	15:21:00	26018	26021	26016	26019	24	0	14
2021.09.01	15:22:00	26019	26022	26018	26018	24	0	14
2021.09.01	15:23:00	26018	26019	26006	26008	32	0	14
2021.09.01	15:24:00	26007	26011	26006	26010	23	0	14
2021.09.01	15:25:00	26010	26010	26006	26007	22	0	14
2021.09.01	15:26:00	26007	26011	26001	26011	23	0	14
2021.09.01	15:27:00	26011	26015	26011	26014	9	0	14
2021.09.01	15:28:00	26013	26015	26010	26011	19	0	14
2021.09.01	15:29:00	26011	26015	26001	26004	25	0	14
2021.09.01	15:30:00	26004	26014	26004	26013	20	0	14
